Positive	Negative	Text
1	-1	"individuals in the highest cognitive ability group had significantly lower odds of experiencing vaginal intercour [14185676]
1	-1	was just sent this your virgin quip from a paper or just *cough* exp? [14185676]
1	-1	Statistical Relationship Between Cognitive Ability and Experiences of Vaginal, Oral,and Anal Sex in USA sexresearch [14185676]
1	-1	Relationship Between Cognitive Ability and Experiences of Vaginal, Oral and Anal Sex in the US [a] HT [14185676]
1	-1	Relationship Between Cognitive Ability and Experiences of Vaginal, Oral and Anal Sex in the US [a] HT [14185676]
1	-1	Sex'l Beh'r Def'ns of Sex and Role of Self-Partner Context in Lesbian Gay and Bi Adults [14186674]
1	-1	Sex'l Beh'r Def'ns of Sex and Role of Self-Partner Context in Lesbian Gay and Bi Adults    h [14186674]
1	-1	Sexual Behavior, Definitions of Sex and the Role of Self-Partner Context Among Lesbian, Gay and Bisexual Adults [a]  [14186674]
1	-1	Sexual Behavior, Definitions of Sex and the Role of Self-Partner Context Among Lesbian, Gay and Bisexual Adults [a] [14186674]
1	-1	Sexual dimorphism in the mast cell transcriptome and the pathophysiological responses to immu [14186696]
1	-4	Should never have got past animal ethics Mice suffered prolonged anaphylaxis or were restrained in tiny tubes [14186696]
3	-2	Sex specific immune response that leaves women at greater risk for IBS, allergy, and anaphylaxis   fuelingtactics [14186696]
1	-1	SexualDimorphism in the MastCell transcriptome and the pathophysiological responses to imm bsd via [14186696]
1	-3	May be why autoimmune disease are higher in women [14186696]
3	-1	Very interesting paper on Mast Cells and Gender mastcells immunology revision [14186696]
2	-1	Check out KAWSE Executive Director's recent publication with a former K-State Graduate student, Sarah Donley! [14194370]
3	-1	This is interesting! Gendered beliefs are so powerful! they are showing up in this occupation Undertaking!     Soc320DH [14194370]
3	-1	This is interesting! Gendered beliefs are so powerful! they are showing up in this occupation Undertaking!    [14194370]
2	-1	Interesting new paper in GPC Chinese migrant women as boundary markers in Singapore [14212493]
1	-1	Chinese migrant women as boundary markers in Singapore unrespectable, un-middle-class and un-Chinese by S Ang [14212493]
2	-1	Useful reviewAssessing Participation and Effectiveness of the Peer-Led Approach in Youth Sexual Health Education  [14232506]
1	-1	Assessing Participation and Effectiveness of Peer-Led Approach in Youth Sexual Hlth Education Systematic Review [a] [14232506]
1	-1	Assessing Participation and Effectiveness of Peer-Led Approach in Youth Sexual Hlth Education Systematic Review [a]  [14232506]
1	-1	Peer-led sexual health education changes knowledge and attitudes, but not behaviors [14232506]
1	-1	"differences in policy preferences of men and women are reflected by male and female candidates in EU elections" [14257822]
1	-1	Just published Sexual Well-Being in Older Women The Relevance of Sexual Excitation/Sexual Inhibition [14294171]
1	-1	Just published Sexual Well-Being in Older Women The Relevance of Sexual Excitation/Sexual Inhibition    ht [14294171]
1	-1	Sexual Well-Being in Older Women Relevance of Sexual Excitation and Sexual Inhibition [a] HT   Sexuality [14294171]
1	-1	Sexual Well-Being in Older Women Relevance of Sexual Excitation and Sexual Inhibition [a] HT   [14294171]
3	-1	Honored to support cutting edge fem geog and the legacy of Jan Monk Our article on 10 years of JML is out Thanks GPC! [14299429]
1	-1	The Janice Monk Lecture in Feminist Geography the first 10 years, S A Marston, [14299429]
1	-2	Study queer and pansexual identities adopted more often by nonheterosexual women, noncisgender people [14419684]
1	-1	Who Adopts Queer and Pansexual Sexual Identities? [14419684]
1	-1	Who Adopts Queer and Pansexual Sexual Identities? [a] HT   Sexuality [14419684]
2	-1	Seems like a thoughtful research [14441472]
1	-3	"They don't know they're victims" [14441472]
1	-2	Why even bother with research and interviews, when you already know the answer? [14441472]
1	-4	Gender scholar says, "Don't believe your lying eyes" [14441472]
2	-3	"Feminist" Scholar argues female academics are way too dumb to notice they are being oppressed thanks good she's there to correct them [14441472]
3	-1	"women do experience gender at work" this is great in case if u ever want 2 read what "peer reviewed" actualy means to them [14441472]
1	-2	How can women's academic careers inform us of gender inequalities in universities? [14441472]
1	-1	Beyond the Chilly Climate The Salience of Gender in Womens Academic Careers [14441472]
1	-2	Some people falsely accuse gender scholars of reaching the same conclusion despite what the data says Oh wait [14441472]
1	-3	I was told this in person today - specifically that I should "grow up and acknowledge my own oppression" [14441472]
1	-2	Female academics don't feel discriminated, gender scholar concludes they are wrong [14441472]
1	-2	Some people falsely accuse gender scholars of reaching the same conclusion despite what the data says Oh wait  [14441472]
1	-1	Read 'Beyond the Chilly Climate The Salience of Gender in Womens Academic Careers' by Dana M Britton [14441472]
1	-2	More on women, gender inequality and academia Link to PDF highered [14441472]
1	-1	WorkLifeBalance of professional women in rural Spain [14458538]
1	-1	Mathematicsa Critical Filter for STEM-Related Career Choices? A Longitudinal Examination among Australian and US [14466512]
1	-1	Mathematicsa Critical Filter for STEM-Related Career Choices? A Longitudinal Examination among Australian and US  [14466512]
2	-1	Interested in reading the full publication by Prof Watt and colleagues?   have made it freely accessible [14466512]
4	-1	In related news People who love speeding are unsatisfied with driving at 60 mph, but only if that's the speed limit! [14473954]
5	-1	Ppl who love CasualSex r less committed to and satisfied w/ romantic partners, but only if it's a monogamous rltnshp! [14473954]
1	-1	Caught in a 'Bad Romance'? Reconsidering the Negative Assoc Between Sociosexuality and Relationship Functioning [a]  [14473954]
1	-1	Caught in a 'Bad Romance'? Reconsidering the Negative Assoc Between Sociosexuality and Relationship Functioning [a] [14473954]
1	-1	Caught in a Bad Romance? Reconsidering the Negative Association Between Sociosexuality and Relationship Functioning [14473954]
1	-1	Caught in a Bad Romance?  The Negative Association Between Sociosexuality and Relationship Functioning  [14473954]
1	-1	Affective and Autonomic Responses to Erotic Images Evidence of Disgust in Female Sexual Interest/Arousal Disorder [a [14483006]
1	-1	Affective and Autonomic Responses to Erotic Images Evidence of Disgust in Female Sexual Interest/Arousal Disorder [a  [14483006]
1	-1	Affective and Autonomic Responses to Erotic Images Evidence of Disgust-Based Mechanisms in FSIAD [14483006]
1	-1	Imagining the ideal city, planning the gender-equal city in Ume, Sweden by L Sandberg and M Rnnblom [14491749]
1	-2	Sheees planning for 58 genders is going to get a little difficult [14491749]
1	-1	Gender-equal city planning Of course [14491749]
3	-1	A new review of   forthcoming in  ! Its a great review [14517207]
4	-1	Congratulations! [14517207]
3	-1	A new review of   forthcoming in  ! Its a great review    [14517207]
1	-1	Gender-Fluid Geek Girls  Negotiating Inequality Regimes in the Tech Industry (si quelqu'un y a accs &lt3 ) [14532136]
1	-1	Oh, that explains it [14532136]
2	-1	This seems like a strange finding [14532136]
1	-1	Gender-Fluid Geek Girls - Negotiating Inequality Regimes in the Tech Industry - Dec 05, 2016 [14532136]
1	-1	Out in Gender and Society - Gender-Fluid Geek Girls Negotiating Inequality Regimes in the Tech Industry [14532136]
3	-1	Check out this fantastic soc study that takes an intersectional perspective on women's experiences working in tech [14532136]
3	-1	Check out this fantastic soc study that takes an intersectional perspective on women's experiences working in tech  [14532136]
1	-1	Gender-Fluid Geek Girls Negotiating Inequality Regimes in the Tech Industry [14532136]
1	-2	How do women avoid workplace sexism in tech industry? By distancing themselves from conventional str8 femininity [14532136]
1	-1	Fascinating study -- surprising results  Gender-Fluid Geek Girls Negotiating Inequality Regimes in Tech [14532136]
1	-3	You can distance _your_ self from hostility, and end up reinforcing inequality  In tech and in the world [14532136]
2	-1	Looks like a fascinating paper futureofgender Link [14532136]
3	-1	Racially dominant women -identified as LGBTQ, presenting as gender-fluid- report greater sense of belonging at work [14532136]
1	-1	Race and sexual orientation co-determine whether a woman is allowed to be treated and accepted as one of the guys [14532136]
1	-1	Race and sexual orientation co-determine whether a woman is allowed to be treated and accepted as one of the guys ht [14532136]
1	-1	A gendered spectrum of belonging operates in occupational cultures where masculinity/ heteronormativity are "norm" [14532136]
3	-1	Not presenting as femme and thus as heterosexually unavailable, gender-fluid women  enjoyed patriarchal dividends [14532136]
1	-1	More evidence that for young women, more TV --&gt lower sexual agency Why? Endorsement of traditional gender scripts [14540123]
1	-2	With the mine in the veins emotional adjustments in female partners of Chilean mining workers [14551040]
1	-1	Heterosexual, Homosexual, and Bisexual Mens Pupillary Responses to Persons at Differ Stages of Sexual Development [14580770]
1	-1	Heterosexual, Homosexual, and Bisexual Mens Pupillary Responses to Persons at Differ Stages of Sexual Development ht [14580770]
4	-1	Very cool study! [14580770]
2	-1	More evidence that pupil dilation is an effective measure of men's attraction to men v women and adults v kids [14580770]
1	-2	Review of 'Sex, needs and queer culture from liberation to the post-gay' by E Garwood [14602274]
1	-1	Quantitative Empirical Studies on Womens Issues in Islamic Cultures [14661030]
1	-2	Pray the gay away identity conflict between Christianity and sexuality in HongKong sexual minorities [14745848]
1	-1	Review of 'Traveling heavy A memoir in between journeys' by Pamela Moss [14801913]
2	-1	Adolescents in country with good sex ed know sex films are fantasy [14848940]
1	-1	Dutch Adolescents Motives, Perceptions and Reflections Toward Sex-Related Internet Use a Web-Based Focus-Group Study h [14848940]
1	-1	Kenyan Relig Leaders Views on Same-Sex sexuality and Gender Nonconformity Religious Freedom vs Constitutional Rights h [14866360]
1	-1	New article -A geopolitics of migrant women, mobility and abortion access in the Republic of Ireland, Katherine Side [14906293]
1	-1	New article -A geopolitics of migrant women, mobility and abortion access in the Republic of Ireland, Katherine Side  [14906293]
1	-1	No Long-Term Causal Associations b/w Symptoms of PE and Anxiety, Depression and Sexual Distress in a Longitudinal Sample [14911935]
1	-1	No Long-Term Causal Associations b/w Symptoms of PE and Anxiety, Depression and Sexual Distress in a Longitudinal Sample h [14911935]
1	-5	Contrary to popular views, PrematureEjaculation doesn't lead to anxiety, depression and sexual distressOr vice versa [14911935]
1	-1	Study showed No Evidence for Long-Term Causal Associations Between PE and Anxiety, Depression and Sexual Distress [14911935]
1	-1	No Evidence for Long-Term Causal Associations Between Symptoms of Premature Ejaculation and Symptoms of Anxiety, D [14911935]
1	-1	Dutch rudder? On a related note, this might help put your mind at ease, but won't fix the issue [14911935]
2	-1	Places of difference narratives of heart-felt warmth, ethnicisation, and female care-migrants in Swiss live-in care [14946429]
2	-1	Places of difference narratives of heart-felt warmth, ethnicisation, and female care-migrants in Swiss live-in care  [14946429]
1	-1	Response Avuncularity and Kin Selection in Homosexuals [15012209]
2	-1	Yeah when they wake up next to the boy they think could hv got a better dick! D [15065904]
1	-1	Evo 101 Differential costs in reproduction This sex difference is not, in the least, surprising [15065904]
1	-1	Consequences of Casual Sex Rel'ps and on Adolescents Psychol Well-Being A Prospective Study [15065904]
1	-2	Casual sexual experiences may affect female adolescents more negatively than their male peers [15065904]
1	-2	Among Quebec high schoolers, FWB rltnshps and OneNightStands have negative psychological effects for girls only [15065904]
1	-2	Casual sex had a very small detrimental effect on adolescents' well-being, but only among girls htt [15065904]
